,t0,t4,t8,t12,t16,t20,std
0,9.047706495929551,12.832779584686303,17.170307956402993,15.340664765292708,13.978857390568702,10.41168168414292,2.7278241199684716
1,5.209036426360197,11.468953509742624,18.127095058313014,17.344122422504523,12.631052689814169,7.285377464593693,4.654636078435153
2,12.05321000338987,17.67176142950137,24.43880585206582,22.858127817088658,19.662315483371533,16.096786725605533,4.34417334622058
3,6.483236315672009,18.248863856935134,26.98237446038624,24.98505813557675,19.249964537514387,8.313863200805782,7.1645652316097
4,7.162744212424247,11.953962203291388,17.888464406755027,15.194691446186392,12.068975720273254,14.799784444826198,3.595591512782244
5,9.90631144797032,19.63433186689902,32.12543205804633,28.786719338489352,22.34534581972069,11.3241477835919,7.732929172051349
6,10.800333072647303,17.277266755616477,27.0721997905092,26.551211332830235,21.550773306755357,16.57769506210398,6.087226057490278
7,10.474000126581515,20.573220871737007,32.16701164146427,28.90020281588168,22.582314430977465,12.241744218711908,7.507229776393577
8,8.395955735097907,14.867704224892645,20.68926727867602,19.61176505409944,15.362661310703988,14.679102570612638,4.343126612666679
9,11.069565958642002,20.30799598584452,27.81245700608873,25.640484242078443,20.519774893913105,12.949960659824118,5.7834614457275535
10,7.322650324779856,19.116496606328045,28.70942962532665,29.51817084931432,19.831660376816405,5.595122522899692,8.04893430787919
11,7.949005795225901,18.593153538710524,32.72091152514878,30.85574322858115,17.989736353539275,10.259894594679016,9.140742543595204
12,6.037787335350592,21.631319681047305,33.36054102850434,30.439497217212608,21.92997713317677,13.683066067508529,9.517449875454982
13,11.185261927737391,14.245399450267156,20.582748541974247,19.22836167263418,16.53312606687063,16.12509476138929,3.3863963189434036
14,5.296958732680581,19.660233937846844,30.419765239438767,27.452309016583836,18.10705267085007,8.643688915573101,8.761406183055353
15,6.212720031139205,16.620520084403992,27.671247633668465,24.10903755449001,17.7295686903782,15.702141014935716,7.357600420462529
16,11.970803170604544,20.757988861992743,33.33833697019647,29.021397631436137,24.90354480906137,13.791130637814234,7.327312805808292
17,12.165063048500617,23.111590685626883,30.87153555168096,30.63491965148148,20.21281169723843,19.28796670135584,6.994756036477962
18,6.33330118178454,14.609302540447825,23.682369900441927,22.48988365220521,16.495040205639086,14.274866438757488,6.231457219843492
19,10.156234341545694,16.759442344571333,22.50998579271213,20.725244995510565,18.407941772292823,19.15866264901169,4.256327255463459
20,10.491305813280896,16.12242526256817,24.125609334416524,24.7052400164075,20.867664794152237,17.658513224886025,5.341230609248932
21,7.694554510321681,15.538714734247067,24.17442231137281,23.79054927348313,18.418684059203454,9.724580172723057,6.067289851345469
22,9.649946832410546,14.881448697780282,18.380138195797187,14.964513365032603,16.008008615080993,14.888048344872765,2.857646999400064
23,7.371420515482224,16.566913525260148,26.562261451768823,24.75073934116729,16.146674908641813,14.146040220905562,6.884027442855786
24,5.5956945005999055,18.455816195206637,24.418825627769383,25.912436394029363,16.224695152318358,10.968082625265948,7.224409170515379
25,11.559357338803826,12.92714338458082,16.841502299827162,15.197591194211125,11.34559166658295,12.772684024317057,2.1333368978057474
26,10.388489335705277,12.232204774541229,16.869814184085293,15.36144994411016,13.175818940491752,14.800069538183829,2.287305422834005
27,10.349694900455557,15.364571706718063,20.74746103376625,20.079964560347012,20.040359408937604,14.312702918738594,3.979297359788949
28,6.904080838533158,12.567091904884226,18.613637287869835,15.195346492217569,10.582669744417124,11.495463419364803,3.9815816557689896
29,5.958162139721287,15.117835752964949,21.175416871217404,22.536588577798724,16.812320336177358,9.672480089284916,5.852799476334981
30,10.799595214711134,17.425421889126874,26.867704036896463,21.84489859670533,18.8139585091088,17.743630140175625,5.284728700165377
31,6.874926873806699,20.01348165277623,30.06940465643113,30.28792680289775,20.838298143050835,7.125012210062129,8.568949569721601
32,8.135329419205512,15.267766699427114,22.372372647292035,20.38003672882388,17.464564764068726,15.968296007856177,4.93366054902607
33,11.279527144928124,20.298610672955103,28.61329540913121,28.71128638031123,21.76664377375553,13.83162853080036,6.427521304307637
34,11.01041942926771,15.208210617493611,18.588984486727757,18.70064682658709,18.546776239210537,13.777357260995435,3.0053489633738666
35,12.463592644711452,14.035010697182836,16.815276418115843,16.949787485552125,15.41399735287156,14.60676175525758,1.7053453776925735
36,9.333294262815716,20.268628632278958,31.704539148946704,30.56926371885991,20.433516609609608,12.613328104958548,8.154027127347058
37,5.1336269635173135,18.35870377611202,31.46779630267679,29.118679934628897,17.8698834152755,9.646121149690453,9.403632214839956
38,11.135199209655534,12.150787763150074,18.94687914533961,15.91478503755111,13.42365358611402,12.70469710306703,2.8143581845376913
39,8.882654797281134,19.310817840003317,31.6479581658928,29.530276277180448,20.014395016721537,11.25297351379164,8.160292353353505
40,8.79692525345471,18.930390705717908,30.088285741401556,31.42450332199762,21.67011300639048,8.85212063336015,8.22105150378967
41,6.125263783723747,13.16720032860059,18.25438989198178,15.265312129097111,13.77907846360295,11.7191314592267,4.003267604130629
42,10.06598152321218,18.94620210612416,24.934814612663835,22.711885274793957,19.210924376936028,16.42080336567673,5.073714084874686
43,11.320256176308032,18.28586733579881,25.418475729425232,26.954627929879816,19.37394822441964,14.456167275959988,5.586209029461135
44,10.68868355033365,22.644458644693515,30.28102120271268,27.54587902866401,20.58281252776252,10.984442828018654,6.768961586281598
45,10.50897990178988,23.179295414356304,33.10007340184582,31.624005645510888,23.04198439726928,14.790170749167528,8.051245257198767
46,9.637440875130954,18.592088114226787,24.989852149180663,25.60259695554056,19.108826777829343,17.268158591039047,5.754831720002137
47,7.365323040448041,15.840118321188864,24.08729497721864,24.74090230789856,19.060042158590925,11.152430126840024,6.3425677576512625
48,6.173797057651046,17.40926163054051,28.348176732171225,23.430094350239983,19.863362971253537,10.152208178192572,7.413384826121067
49,10.232126978570896,11.961234283351004,17.668010119354904,17.82273830427648,16.477686085108985,13.461144818815864,3.133556403215726
50,8.705363686042242,12.424521864740097,18.379470432005323,17.531038030505602,16.89482889465218,6.530316900203762,3.672768284324984
51,9.3955714859085,15.005218470732832,23.120419371900883,20.036547157155663,14.489254418097168,14.831486643064224,4.754922770299988
52,6.363953348969538,12.122825742699971,17.521615226136905,16.6786154323423,11.834033295341722,13.062444722110422,4.002433359548652
53,8.92585662091517,12.187631320772072,18.898422834526443,15.926507220339229,14.31927336467588,15.96296157150634,3.3712384107519635
54,6.103410336574331,14.692394238970564,18.46274264364797,17.272354989691316,16.869158958986645,9.71808906593428,4.458248694713053
55,5.327034522737566,12.43148786069112,22.11260996732945,20.678185062072856,13.768790326728915,10.74815714088582,6.073177154162
56,9.409758524847346,13.266888000852498,19.454557899693125,18.57474557784666,16.003592689638776,7.982660664717028,3.6687616445634688
57,5.172553795693914,14.561908232511996,20.75263135289478,22.485259889395813,14.474794709281156,8.621992675289993,6.082279841306051
58,6.430531034263079,18.004609776862793,27.82165876750525,24.782297262901867,16.0162889365219,11.84788961500188,7.461704947794288
59,8.438959401280645,15.56000322084756,22.024572218757896,21.145753648269128,14.838576995579531,14.374131556353165,4.912835876824924
